gender,agegroup,education,ethnicity,income,shopping,risk,harm,infotype,willingness-,willingness
Male,45-49,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,Surveillance,DriversLicenseInformation,5,4
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,6,3
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,Insecurity,DriversLicenseInformation,7,2
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,Surveillance,DriversLicenseInformation,6,3
Female,50-54,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,7,2
Female,50-54,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your family,Insecurity,DriversLicenseInformation,7,2
Female,50-54,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your family,Surveillance,DriversLicenseInformation,7,2
Male,35-39,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,7,2
Male,35-39,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,Insecurity,DriversLicenseInformation,5,4
Male,35-39,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,Surveillance,DriversLicenseInformation,6,3
Female,45-49,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,8,1
Female,45-49,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your family,Insecurity,DriversLicenseInformation,8,1
Female,45-49,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your family,Surveillance,DriversLicenseInformation,7,2
Female,25-29,Some college or associate degree,Black or African American,"$100,000 to $124,999",4,only 1 person in your state,InducedDisclosure,DriversLicenseInformation,8,1
Female,25-29,Some college or associate degree,Black or African American,"$100,000 to $124,999",4,only 1 person in your state,Insecurity,DriversLicenseInformation,8,1
Female,25-29,Some college or associate degree,Black or African American,"$100,000 to $124,999",4,only 1 person in your state,Surveillance,DriversLicenseInformation,8,1
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,6,3
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your country,Insecurity,DriversLicenseInformation,7,2
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your country,Surveillance,DriversLicenseInformation,7,2
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",3,only 1 person in your workplace,InducedDisclosure,DriversLicenseInformation,7,2
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",3,only 1 person in your workplace,Insecurity,DriversLicenseInformation,6,3
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",3,only 1 person in your workplace,Surveillance,DriversLicenseInformation,6,3
Female,60 or older,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,8,1
Female,60 or older,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your country,Insecurity,DriversLicenseInformation,7,2
Female,60 or older,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your country,Surveillance,DriversLicenseInformation,7,2
Male,18-24,Bachelor's degree,White,"$125,000 to $149,999",3,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,5,4
Male,18-24,Bachelor's degree,White,"$125,000 to $149,999",3,only 1 person in your country,Insecurity,DriversLicenseInformation,5,4
Male,18-24,Bachelor's degree,White,"$125,000 to $149,999",3,only 1 person in your country,Surveillance,DriversLicenseInformation,5,4
Male,40-44,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your state,InducedDisclosure,DriversLicenseInformation,7,2
Male,40-44,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your state,Insecurity,DriversLicenseInformation,8,1
Male,40-44,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your state,Surveillance,DriversLicenseInformation,7,2
Female,55-59,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,6,3
Female,55-59,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your city,Insecurity,DriversLicenseInformation,6,3
Female,55-59,Bachelor's degree,White,"Less than $25,000",3,only 1 person in your city,Surveillance,DriversLicenseInformation,6,3
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",3,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,8,1
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",3,only 1 person in your city,Insecurity,DriversLicenseInformation,8,1
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",3,only 1 person in your city,Surveillance,DriversLicenseInformation,8,1
Male,35-39,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,8,1
Male,35-39,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,Insecurity,DriversLicenseInformation,8,1
Male,35-39,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,Surveillance,DriversLicenseInformation,8,1
Male,45-49,Some college or associate degree,White,"$25,000 to $34,999",3,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,8,1
Male,45-49,Some college or associate degree,White,"$25,000 to $34,999",3,only 1 person in your family,Insecurity,DriversLicenseInformation,8,1
Male,45-49,Some college or associate degree,White,"$25,000 to $34,999",3,only 1 person in your family,Surveillance,DriversLicenseInformation,8,1
Male,45-49,Some college or associate degree,Hispanic or Latino,"Less than $25,000",3,only 1 person in your state,InducedDisclosure,DriversLicenseInformation,7,2
Male,45-49,Some college or associate degree,Hispanic or Latino,"Less than $25,000",3,only 1 person in your state,Insecurity,DriversLicenseInformation,8,1
Male,45-49,Some college or associate degree,Hispanic or Latino,"Less than $25,000",3,only 1 person in your state,Surveillance,DriversLicenseInformation,8,1
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,7,2
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your family,Insecurity,DriversLicenseInformation,8,1
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your family,Surveillance,DriversLicenseInformation,7,2
Female,55-59,Bachelor's degree,White,"$150,000 or more",4,only 1 person in your state,InducedDisclosure,DriversLicenseInformation,8,1
Female,55-59,Bachelor's degree,White,"$150,000 or more",4,only 1 person in your state,Insecurity,DriversLicenseInformation,8,1
Female,55-59,Bachelor's degree,White,"$150,000 or more",4,only 1 person in your state,Surveillance,DriversLicenseInformation,8,1
Male,35-39,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,8,1
Male,35-39,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,Insecurity,DriversLicenseInformation,8,1
Male,35-39,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,Surveillance,DriversLicenseInformation,8,1
Female,25-29,Some college or associate degree,White,"$50,000 to $74,999",3,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,6,3
Female,25-29,Some college or associate degree,White,"$50,000 to $74,999",3,only 1 person in your family,Insecurity,DriversLicenseInformation,6,3
Female,25-29,Some college or associate degree,White,"$50,000 to $74,999",3,only 1 person in your family,Surveillance,DriversLicenseInformation,6,3
Male,35-39,Masters degree,White,"$75,000 to $99,999",4,only 1 person in your workplace,InducedDisclosure,DriversLicenseInformation,8,1
Male,35-39,Masters degree,White,"$75,000 to $99,999",4,only 1 person in your workplace,Insecurity,DriversLicenseInformation,8,1
Male,35-39,Masters degree,White,"$75,000 to $99,999",4,only 1 person in your workplace,Surveillance,DriversLicenseInformation,8,1
Male,25-29,Some college or associate degree,White,"$35,000 to $49,999",1,only 1 person in your state,InducedDisclosure,DriversLicenseInformation,3,6
Male,25-29,Some college or associate degree,White,"$35,000 to $49,999",1,only 1 person in your state,Insecurity,DriversLicenseInformation,4,5
Male,25-29,Some college or associate degree,White,"$35,000 to $49,999",1,only 1 person in your state,Surveillance,DriversLicenseInformation,3,6
Male,25-29,Some college or associate degree,White,"$75,000 to $99,999",3,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,7,2
Male,25-29,Some college or associate degree,White,"$75,000 to $99,999",3,only 1 person in your city,Insecurity,DriversLicenseInformation,7,2
Male,25-29,Some college or associate degree,White,"$75,000 to $99,999",3,only 1 person in your city,Surveillance,DriversLicenseInformation,7,2
Male,50-54,Some college or associate degree,White,"$75,000 to $99,999",5,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,6,3
Male,50-54,Some college or associate degree,White,"$75,000 to $99,999",5,only 1 person in your family,Insecurity,DriversLicenseInformation,6,3
Male,50-54,Some college or associate degree,White,"$75,000 to $99,999",5,only 1 person in your family,Surveillance,DriversLicenseInformation,6,3
Female,55-59,Masters degree,White,"$50,000 to $74,999",5,only 1 person in your workplace,InducedDisclosure,DriversLicenseInformation,6,3
Female,55-59,Masters degree,White,"$50,000 to $74,999",5,only 1 person in your workplace,Insecurity,DriversLicenseInformation,7,2
Female,55-59,Masters degree,White,"$50,000 to $74,999",5,only 1 person in your workplace,Surveillance,DriversLicenseInformation,5,4
Female,30-34,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,7,2
Female,30-34,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your city,Insecurity,DriversLicenseInformation,6,3
Female,30-34,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your city,Surveillance,DriversLicenseInformation,7,2
Male,25-29,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,8,1
Male,25-29,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,Insecurity,DriversLicenseInformation,8,1
Male,25-29,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,Surveillance,DriversLicenseInformation,8,1
Male,40-44,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",4,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,6,3
Male,40-44,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",4,only 1 person in your city,Insecurity,DriversLicenseInformation,7,2
Male,40-44,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",4,only 1 person in your city,Surveillance,DriversLicenseInformation,6,3
Male,40-44,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,3,6
Male,40-44,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your country,Insecurity,DriversLicenseInformation,7,2
Male,40-44,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your country,Surveillance,DriversLicenseInformation,3,6
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,6,3
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your country,Insecurity,DriversLicenseInformation,7,2
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your country,Surveillance,DriversLicenseInformation,6,3
Female,55-59,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,InducedDisclosure,DriversLicenseInformation,8,1
Female,55-59,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,Insecurity,DriversLicenseInformation,8,1
Female,55-59,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your city,Surveillance,DriversLicenseInformation,7,2
Male,25-29,Some college or associate degree,Asian/Pacific Islander,"Less than $25,000",4,only 1 person in your family,InducedDisclosure,DriversLicenseInformation,6,3
Male,25-29,Some college or associate degree,Asian/Pacific Islander,"Less than $25,000",4,only 1 person in your family,Insecurity,DriversLicenseInformation,6,3
Male,25-29,Some college or associate degree,Asian/Pacific Islander,"Less than $25,000",4,only 1 person in your family,Surveillance,DriversLicenseInformation,6,3
Female,25-29,Less than a high school diploma,White,"Less than $25,000",4,only 1 person in your state,InducedDisclosure,DriversLicenseInformation,7,2
Female,25-29,Less than a high school diploma,White,"Less than $25,000",4,only 1 person in your state,Insecurity,DriversLicenseInformation,5,4
Female,25-29,Less than a high school diploma,White,"Less than $25,000",4,only 1 person in your state,Surveillance,DriversLicenseInformation,6,3
Male,25-29,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your country,InducedDisclosure,DriversLicenseInformation,8,1
Male,25-29,Some college or associate degree,White,"$35,000 to $49,999",3,only 1 person in your country,Insecurity,DriversLicenseInformation,8,1
